class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
p,2.12,x,i,l,f,a,,w,4.56,2.56,,,w,,,f,f,p,g,u
e,3.9,b,g,n,f,a,d,g,5.56,3.13,,s,n,,,f,f,,d,u
p,7.78,x,,n,f,p,,p,11.55,31.05,c,,n,,,f,f,p,d,u
p,1.11,o,k,n,f,,,n,3.39,1.23,,,n,,,f,f,,d,w
e,9.15,o,,n,f,,,w,3.85,21.47,,,n,,,f,f,,d,a
p,7.77,x,e,n,f,a,,n,8.43,12.94,s,,n,,e,f,f,,d,a
e,2.39,x,,b,f,,d,w,5.36,4.11,,,w,,,f,f,,d,a
p,6.34,x,t,n,f,s,,n,5.63,5.99,,y,n,,,f,f,,d,w
e,9.05,f,s,y,f,a,d,w,9.02,14.73,,i,n,,,t,,w,d,a
p,9.99,f,t,n,t,d,c,n,5.66,14.14,,,n,,,f,f,,h,u
p,1.93,p,t,n,f,a,c,g,6.76,2.46,,t,y,,,t,e,,m,a
p,7.84,x,e,n,f,a,,n,8.6,13.17,s,,n,,n,f,f,,h,a
p,4.56,x,s,o,f,a,c,y,6.28,7.66,,g,o,,,f,f,,g,a
p,5.67,p,y,n,f,,,w,10.3,11.75,,s,w,,,t,z,,g,s
p,1.48,o,k,n,f,,,n,4.1,1.57,,,n,,,f,f,,d,w
p,10.08,o,,e,f,f,f,f,2.82,24.14,,g,n,,,f,f,,d,u
p,0.79,f,,o,f,d,,o,4.84,1.04,,,y,,,f,f,w,g,u
p,4.03,o,s,o,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,s
p,8.78,x,,n,f,p,,w,7.83,28.54,c,,n,,,f,f,p,d,a
e,10.38,s,,n,f,,,w,4.41,21.12,,,n,,,f,f,,d,a
e,4.21,x,,w,f,a,,r,6.53,7.66,,,r,,,f,f,,d,a
p,2.5,s,w,n,t,d,c,y,3.01,5.52,,,n,,,f,f,,d,u
e,3.92,x,,y,f,a,c,y,3.95,8.03,,,w,,,f,f,,d,u
e,4.94,x,s,n,f,p,,n,5.95,12.28,,,e,,,f,f,,d,a
p,13.86,f,t,n,t,d,c,b,5.12,25.06,,,n,,,f,f,,g,a
p,10.95,p,,n,f,p,,w,9.23,27.95,c,,n,,,f,f,w,d,u
p,3.84,x,i,e,f,,,e,4.41,6.67,,,e,,,f,f,n,d,a
p,1.61,x,g,n,f,d,d,n,1.89,2.51,,s,n,,,f,f,,d,u
p,1.63,f,i,k,f,a,,p,3.72,2.35,,,w,,,f,f,p,g,a
p,5.28,s,d,y,f,d,c,o,4.1,5.83,,,y,,,f,f,,h,u
p,5.53,b,s,g,f,,,k,8.97,12.22,,s,w,,,t,z,,d,a
p,9.58,p,,n,f,p,,w,10.41,31.8,c,,n,,,f,f,p,d,u
e,1.62,x,,u,f,,d,u,5.28,3.79,,,w,,,f,f,,d,u
e,5.15,x,h,n,f,x,c,w,5.15,5.77,,s,n,,,t,r,,d,s
p,8.59,p,,n,f,p,,p,9.95,29.28,c,,n,,,f,f,w,d,u
e,4.29,x,t,n,f,a,d,y,4.6,5.07,,s,o,,,f,f,,d,a
p,7.52,x,i,n,f,a,c,n,8.08,8.58,,i,n,,k,t,z,k,g,u
e,8.21,f,s,u,f,a,c,w,4.13,14.46,,,w,,,f,f,,d,u
p,8.13,x,y,n,f,a,c,y,11.86,10.98,,y,n,,,t,,,d,u
p,3.39,f,,w,f,x,c,p,8.55,4.18,,,n,,,f,f,,d,u
e,8.56,f,d,w,f,s,c,w,6.58,30.66,,,w,,,f,f,,d,u
p,6.1,f,,n,f,d,c,y,5.52,9.96,b,,n,,,f,f,,l,w
p,4.93,f,k,n,f,p,,n,3.93,5.71,,k,n,,,t,f,,d,u
e,18.4,x,d,n,f,p,,n,17.63,36.57,s,y,w,,,f,f,,d,u
p,4.23,f,t,n,f,x,c,p,5.72,4.42,,i,g,,,f,f,,d,u
p,7.19,x,d,n,t,d,c,w,7.43,10.0,,,e,,,f,f,,d,a
p,1.33,o,k,n,f,,,n,2.72,1.28,,,n,,,f,f,,d,w
p,10.12,x,h,g,f,s,,y,6.37,16.47,,i,n,,,f,f,,d,a
e,7.35,s,,n,f,d,c,w,5.56,8.69,,s,w,,,f,f,,d,a
p,4.74,o,t,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u
p,9.67,f,y,e,f,s,c,y,8.21,21.3,,y,y,,,f,f,,d,a
p,0.63,f,,o,f,d,,o,5.59,1.16,,,y,,,f,f,w,g,u
p,0.76,f,,o,f,d,,o,5.14,1.16,,,o,,,f,f,w,g,u
e,5.04,p,s,w,f,e,c,k,4.74,11.41,,,w,,w,t,e,,m,a
p,4.08,b,t,n,f,x,c,p,5.64,3.48,,i,n,,,f,f,,g,a
p,8.46,o,t,r,f,,c,o,1.78,15.33,,,n,,,f,f,,d,w
p,6.08,f,k,y,f,p,,n,4.58,6.19,,k,n,,,t,f,,d,u
p,3.2,s,w,u,f,a,c,g,5.88,4.94,,s,u,,,f,f,,d,u
p,7.07,x,y,w,t,,,p,8.04,12.98,s,,w,,,t,l,,g,u
e,8.48,f,e,b,f,,c,b,4.99,19.31,,,w,,,t,f,,d,a
e,3.95,f,t,n,f,d,,o,6.22,7.32,,t,w,,,f,f,,d,a
e,8.12,f,s,n,f,s,c,w,7.11,10.97,b,i,n,,,f,f,,m,a
e,11.35,f,,g,f,s,c,u,8.17,20.02,,,u,,,f,f,,d,a
p,2.86,s,w,o,t,d,c,n,3.48,5.96,,,n,,,f,f,,d,a
p,7.75,x,y,w,t,,,p,7.08,12.87,s,,w,,,t,l,,g,u
p,3.39,b,t,n,f,x,c,p,4.6,3.48,,i,n,,,f,f,,m,u
e,6.39,x,s,b,f,x,c,w,6.75,10.31,,s,n,,,f,f,,l,a
e,6.87,x,i,n,f,e,c,p,4.15,11.71,,,w,,,t,r,,w,u
p,1.6,b,g,n,f,,c,n,5.72,3.13,,,n,,,f,f,,g,u
e,7.45,o,,n,f,,,w,4.29,25.87,,,n,,,f,f,,d,a
e,3.18,f,d,n,t,d,c,p,3.98,5.19,,,n,,,f,f,,d,u
p,4.2,b,y,n,f,e,c,n,5.52,3.99,,k,w,,,t,e,,d,u
e,4.06,s,l,n,f,f,f,f,6.87,39.84,,,n,,,f,f,g,l,w
p,13.0,x,s,n,f,s,,y,8.21,17.08,,i,n,,,f,f,,d,u
e,3.28,x,s,w,f,d,d,w,2.92,5.96,,,w,,,f,f,,g,w
e,10.75,p,s,w,t,e,,g,8.6,18.05,s,,w,,,t,r,,m,a
e,10.45,x,t,n,t,p,,y,9.96,23.56,,,n,,,f,f,,d,a
p,14.95,f,t,r,t,d,c,b,5.26,25.67,,,g,,,f,f,,d,u
p,1.49,b,h,n,f,a,,n,4.08,1.4,,t,n,,,f,f,,h,a
e,20.88,f,y,w,f,,,w,24.79,20.44,s,,n,,,t,m,,d,a
e,8.62,x,s,n,f,e,c,p,8.27,10.99,,i,w,,,f,f,p,d,a
e,3.77,f,t,n,f,d,,o,5.72,6.24,,t,w,,,f,f,,d,a
p,5.34,s,,e,t,d,c,p,5.54,5.74,,,e,,,f,f,,d,u
p,12.21,x,,n,f,e,,w,11.22,16.79,,,w,u,w,t,e,,d,u
p,3.27,x,y,y,f,a,,w,5.41,3.53,,y,y,,,t,r,,d,u
e,4.72,x,t,n,f,p,,n,5.78,11.58,,,e,,,f,f,,d,a
p,7.91,f,h,r,f,,c,w,10.85,13.87,,,w,u,w,t,g,,d,a
e,8.87,s,,n,f,,,w,5.01,22.56,,,n,,,f,f,,d,a
p,8.1,o,,n,f,f,f,f,3.12,24.46,,g,n,,,f,f,,d,s
p,5.0,c,e,y,t,x,c,y,5.46,12.86,,,w,,,f,f,,d,u
p,2.83,s,d,w,f,d,d,w,3.23,2.46,,h,w,,,f,f,,g,a
e,8.89,f,,g,f,s,c,p,6.77,21.33,b,,u,,,f,f,,d,w
e,3.34,x,h,o,f,a,d,w,5.53,4.8,,k,n,,,f,f,,d,a
p,6.69,f,y,y,f,s,c,y,7.25,18.21,,y,e,,,f,f,,d,a
p,2.32,x,g,n,f,a,,w,7.68,2.54,,,w,,,f,f,,d,a
p,7.18,x,y,n,f,a,c,y,8.39,8.28,,y,n,,,t,,,d,a
e,9.88,x,i,n,t,e,,p,9.47,18.36,,y,w,,,t,l,,l,a
p,2.66,f,s,g,f,d,c,w,2.83,7.62,,,w,,,f,f,,g,u
p,2.95,o,,g,f,f,f,f,3.04,15.43,,g,n,,,f,f,,d,u
p,4.12,o,t,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u
p,6.51,s,t,r,t,d,,w,4.57,12.57,,t,g,,,f,f,,d,a
e,6.74,x,,e,f,x,c,w,6.67,18.43,,s,w,,,f,f,,d,u
p,3.86,f,,w,f,x,c,p,8.13,3.74,,,n,,,f,f,,d,u
p,11.78,x,h,y,f,s,,p,6.9,17.16,,i,n,,,f,f,,d,u
e,5.56,x,y,n,f,e,c,w,6.37,10.06,,y,n,,,f,f,,d,u
p,9.35,x,,n,f,p,,p,10.55,30.43,c,,n,,,f,f,w,d,u
p,9.5,s,t,p,t,d,c,p,7.41,13.82,,,p,,,t,f,,d,u
p,8.94,x,e,n,t,p,,y,7.91,24.55,c,,y,,,f,f,,d,u
p,2.62,b,w,u,f,a,c,u,4.72,5.81,,s,u,,,f,f,,l,a
p,1.44,o,k,n,f,,,n,4.42,1.66,,,n,,,f,f,,d,s
p,8.86,o,,n,f,f,f,f,3.81,23.99,,g,n,,,f,f,,d,s
p,3.53,f,,u,f,a,,w,3.88,7.46,,,y,,,f,f,,d,a
p,4.62,b,h,n,f,,,k,9.71,6.14,,,w,,,t,,k,g,a
e,9.45,x,d,w,f,s,c,w,6.61,30.55,,,w,,,f,f,,m,u
p,8.7,f,y,e,f,s,c,y,6.97,17.25,,y,y,,,f,f,,d,a
p,1.24,f,s,y,f,f,f,f,3.38,4.97,,,y,,,f,f,,d,a
e,15.47,f,,w,f,d,c,w,2.57,15.36,,,w,,,f,f,,d,w
e,9.24,x,,n,f,s,c,g,6.68,20.04,b,,u,,,f,f,,g,a
p,16.33,f,s,n,f,d,c,y,6.02,40.2,,k,n,,,f,f,,d,a
p,7.78,b,t,w,f,e,c,w,11.34,11.74,,y,w,u,w,t,l,,d,u
e,9.04,x,,g,t,p,,g,13.03,26.7,,y,w,,,f,f,,d,a
p,3.53,f,y,p,f,e,c,w,4.78,3.47,,k,w,,,t,e,,d,a
e,8.59,x,s,y,f,a,d,w,8.8,15.63,,i,n,,,t,,w,d,a
e,6.94,f,w,y,f,f,f,f,6.73,15.29,,,y,,,f,f,,d,a
e,4.28,x,,y,f,x,c,u,6.18,3.81,,,w,,,f,f,,d,u
p,14.78,f,g,e,f,e,,w,17.44,17.13,s,y,w,u,w,t,p,,d,u
e,4.2,x,s,w,f,d,d,w,3.85,6.75,,,w,,,f,f,,m,w
e,9.47,x,t,n,t,p,,y,7.05,17.25,,,n,,w,t,p,,d,a
p,2.89,b,h,n,f,,,n,11.32,5.85,,,w,,,t,,k,g,a
e,7.14,x,d,y,t,p,,y,5.41,11.09,,,y,,,f,f,,d,a
e,4.01,x,,y,f,a,c,o,3.73,9.31,,,w,,,f,f,,d,u
e,11.04,f,y,n,f,,,w,7.97,25.66,b,,n,,w,t,e,,d,w
e,3.95,f,,n,f,x,c,w,5.94,3.7,,,w,,,f,f,,d,u
e,6.67,s,w,y,f,f,f,f,6.24,15.09,,,y,,,f,f,,d,u
p,2.45,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,u
p,5.31,f,k,n,f,a,c,y,4.88,6.16,,i,y,,,t,,,d,u
p,5.61,x,s,e,f,e,,y,6.43,6.42,,,y,,,f,f,,m,u
p,3.7,b,s,y,f,,c,r,7.51,8.03,,,y,u,w,t,z,r,d,a
p,7.45,f,h,r,f,,c,w,10.69,12.41,,,w,u,w,t,g,,d,a
e,9.03,f,s,w,f,e,c,k,14.5,12.24,,s,w,,,t,e,,d,u
e,2.73,b,y,n,f,,c,k,5.62,2.56,,,w,,,f,f,,d,s
e,11.45,s,s,y,f,x,,n,5.74,19.81,,,w,,,f,f,,d,a
e,5.53,p,,g,f,f,f,f,4.97,23.67,,,n,,,f,f,,l,s
p,7.96,x,,n,f,x,c,w,8.65,9.94,r,i,w,,,f,f,,h,u
p,6.88,b,d,n,f,d,c,y,6.08,7.16,,i,y,,,t,,,d,a
p,11.78,f,t,k,t,d,c,w,4.76,23.95,,,n,,,f,f,,d,a
p,14.95,x,k,w,t,d,d,w,8.29,30.52,,,w,,,f,f,,d,a
p,2.22,b,g,o,f,,c,n,6.89,3.87,,,n,,,f,f,,d,u
p,6.4,f,,n,f,d,c,y,5.3,9.98,b,,n,,,f,f,,l,w
e,3.12,b,y,n,f,,c,k,6.75,3.1,,,w,,,f,f,,d,w
p,9.52,x,,n,f,x,c,w,9.91,10.53,r,i,w,,,f,f,,h,a
e,17.39,x,e,g,f,a,c,w,9.49,25.73,s,,w,,,f,f,,d,w
e,10.15,s,t,o,t,d,c,o,6.13,18.87,,,w,,,f,f,,d,a
e,5.81,f,s,b,f,x,c,w,7.93,11.3,,s,n,,,f,f,,l,w
e,5.5,x,,y,f,a,c,w,4.39,10.95,,,g,,,f,f,,d,w
e,7.73,f,s,w,f,e,c,p,5.61,13.39,,,w,,w,t,e,,m,u
e,10.74,x,s,n,f,e,c,w,7.81,10.34,,i,n,,,f,f,p,d,s
p,11.01,o,,e,f,f,f,f,3.33,22.18,,g,n,,,f,f,,d,s
p,7.49,x,i,n,f,a,c,n,8.12,8.97,,i,n,,k,t,z,k,d,u
e,9.51,f,,n,t,,,w,9.72,16.05,b,,w,u,w,t,g,,d,u
p,8.96,x,h,g,f,s,,p,6.62,16.69,,i,n,,,f,f,,d,a
p,10.69,x,s,n,f,s,,y,7.23,17.26,,i,n,,,f,f,,d,a
e,17.8,p,d,o,f,p,,w,15.12,34.12,s,y,w,,,f,f,,d,u
p,1.29,x,,n,f,,,n,4.95,2.45,,s,n,,,f,f,k,g,u
p,1.51,x,k,n,f,,,n,4.37,1.51,,,n,,,f,f,,d,s
e,10.3,s,,n,f,,,w,4.54,22.66,,,n,,,f,f,,d,u
p,3.3,f,w,n,t,d,c,n,2.96,6.61,,,n,,,f,f,,d,u
e,3.84,b,g,w,f,x,d,w,4.75,3.1,,,y,,,f,f,,g,a
e,9.62,x,s,e,f,a,d,w,10.07,16.61,,i,n,,,t,,w,d,u
p,7.56,s,,r,t,d,,o,4.53,12.08,,,w,,,t,f,,d,a
e,5.1,s,,n,f,s,c,g,5.0,17.97,b,,u,,,f,f,,g,a
e,7.56,f,,b,f,d,c,w,2.42,13.57,,,w,,,f,f,,d,w
p,9.35,x,t,n,f,a,d,w,10.43,29.95,,,w,,,f,f,,d,a
e,3.23,f,d,g,t,d,c,p,4.0,5.16,,,n,,,f,f,,d,a
p,5.15,f,l,n,f,x,d,n,6.48,5.36,,,y,,,f,f,,d,u
p,6.87,x,g,n,f,e,,w,7.31,14.17,,y,w,u,w,t,p,,d,a
p,1.64,f,h,n,f,,,n,5.95,2.64,,,y,,,f,f,,g,u
e,16.05,x,y,n,t,e,,w,10.18,18.1,,,w,,,t,,,d,u
p,5.21,o,s,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,a
e,2.65,x,k,n,f,p,,e,4.46,10.01,,,y,,,f,f,,d,a
e,7.01,x,,y,f,e,,w,6.11,12.46,b,,y,u,w,t,g,,d,a
e,4.24,x,s,o,f,p,,n,5.51,11.26,,,n,,,f,f,,d,a
e,7.64,f,e,b,f,,c,b,4.84,17.32,,,w,,,t,f,,d,a
e,3.69,f,w,y,f,f,f,f,4.24,11.96,,,y,,,f,f,,d,u
e,1.1,c,g,n,t,a,,w,5.69,1.07,,,n,,,f,f,,h,u
e,5.76,s,l,n,f,f,f,f,6.63,67.22,,,n,,,f,f,g,l,a
p,7.83,x,t,e,f,x,d,w,5.12,16.28,b,,w,,,f,f,,d,a
e,14.62,s,s,w,f,a,d,y,7.67,21.98,,,w,,,f,f,w,d,a
p,5.58,c,e,y,t,x,c,p,6.28,11.89,,,w,,,f,f,,g,a
p,2.79,x,g,n,f,a,,p,8.6,2.55,,,n,,,f,f,,d,u
p,2.28,x,i,e,f,,,e,3.71,4.71,,,e,,,f,f,n,d,a
e,7.03,x,,n,t,p,,g,9.03,21.68,,y,w,,,f,f,,d,u
p,5.98,b,s,e,f,e,,g,6.85,8.11,,,y,,,f,f,,m,a
p,11.75,f,,n,f,e,,w,10.27,14.04,,,w,u,w,t,e,,d,u
p,8.51,x,,n,f,p,,w,9.81,30.16,c,,n,,,f,f,p,d,u
p,6.39,x,t,n,f,x,c,y,4.9,15.55,,,y,,,f,f,,d,a
e,8.96,x,s,n,f,d,d,w,8.34,14.91,,i,n,,,t,,w,d,w
e,7.55,x,h,y,f,p,,y,7.99,15.42,,,y,,y,t,,,d,a
p,4.04,c,i,y,f,,c,r,6.66,6.54,,,w,,,f,f,,d,u
e,7.49,x,d,e,t,p,,r,6.79,13.14,,,e,,,f,f,,d,a
e,10.93,f,e,b,f,,c,b,5.47,22.44,,,w,,,t,f,,d,a
e,3.54,f,g,n,f,a,d,g,4.53,3.45,,s,g,,,f,f,,d,w
e,5.75,s,,n,f,d,c,w,4.65,7.98,,s,w,,,f,f,,d,a
p,3.17,x,y,y,f,a,,w,5.29,3.6,,y,y,,,t,r,,h,a
p,9.71,x,y,n,f,a,c,y,11.49,11.06,,y,y,,,t,,,d,a
e,18.14,p,y,w,f,,,w,23.53,19.33,s,,n,,,t,m,,d,a
p,8.73,f,w,n,f,x,,w,13.71,8.39,r,g,n,,,f,f,,d,a
p,2.87,f,t,r,f,a,,r,5.01,5.86,,t,y,,,f,f,,d,a
e,4.23,f,h,n,f,,c,k,5.51,6.59,,s,w,,w,f,f,k,d,a
e,4.06,f,,n,f,x,c,w,5.93,3.97,,,w,,,f,f,,d,a
p,9.52,x,t,n,f,a,d,w,11.62,28.98,,,w,,,f,f,,d,u
e,11.09,f,e,b,f,,c,b,5.04,22.08,,,w,,,t,f,,d,a
e,1.64,f,w,g,f,,d,k,5.17,2.52,,,w,,,f,f,,d,a
p,1.41,b,h,n,f,a,,n,3.76,0.92,,t,n,,,f,f,,h,u
p,9.12,x,,n,t,x,,n,8.58,18.93,s,,u,,u,f,f,,d,a
e,2.63,b,y,n,f,,c,k,7.24,3.07,,,w,,,f,f,,d,a
p,3.43,b,y,n,f,,c,g,5.3,4.41,s,s,w,,,f,f,,d,a
p,4.53,c,i,y,f,,c,r,6.41,6.71,,,w,,,f,f,,d,a
e,6.48,s,,y,f,a,c,w,5.93,14.99,,,g,,,f,f,,d,a
e,27.07,p,t,n,f,p,,w,19.42,85.23,,,n,,,f,f,,d,u
e,7.98,f,,p,f,x,c,w,7.19,15.46,,s,w,,,f,f,,d,u
p,18.04,s,s,n,f,d,c,y,5.57,31.25,,k,n,,,f,f,,d,u
p,4.84,x,w,e,f,x,,w,9.21,5.52,r,g,n,,,f,f,,d,a
e,2.7,b,y,n,f,,c,k,5.43,2.57,,,w,,,f,f,,d,s
p,3.33,x,t,o,f,a,c,n,4.93,6.15,,y,n,,,t,z,,d,w
e,5.26,x,h,n,f,x,c,n,5.1,5.7,,y,n,,,t,r,,d,s
p,5.14,o,t,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u
e,5.72,x,h,n,f,p,d,y,7.71,13.28,,s,n,,,f,f,,g,u
p,4.29,f,d,n,f,x,c,w,4.45,3.32,b,s,n,,,f,f,,d,u
e,12.12,x,e,g,f,d,c,w,6.88,22.17,s,,w,,,f,f,,d,w
e,6.9,f,s,u,f,a,c,w,4.29,15.4,,,w,,,f,f,,d,u
p,2.81,x,,w,f,x,c,p,8.12,3.38,,,n,,,f,f,,d,a
p,1.3,x,g,n,f,d,d,n,2.06,2.4,,s,n,,,f,f,,h,u
p,6.73,x,,n,f,x,c,w,9.35,9.59,r,i,w,,,f,f,,h,a
e,19.0,f,y,n,f,,,w,26.04,19.94,s,,n,,,t,m,,d,a
e,3.59,f,d,g,t,d,c,p,4.51,5.47,,,g,,,f,f,,d,a
e,8.83,f,d,w,f,s,c,w,8.27,36.72,,,w,,,f,f,,d,u
p,3.76,f,k,w,f,s,,p,4.28,2.87,,,n,,,f,f,p,g,u
p,6.3,x,,y,f,s,d,y,5.96,11.91,,i,y,,,f,f,,d,a
p,0.82,x,,o,f,d,,o,3.88,0.98,,,y,,,f,f,w,g,u
e,10.98,x,,n,t,,,w,9.82,15.81,b,,w,u,w,t,g,,d,u
e,11.94,f,,g,f,d,c,w,2.61,15.28,,,w,,,f,f,,d,w
p,3.81,b,h,l,f,s,c,g,6.75,7.71,,y,n,,,t,e,u,g,u
p,11.66,x,h,n,t,p,,e,8.8,28.2,c,,y,,,f,f,,d,u
p,6.69,s,d,e,t,d,c,n,7.15,9.25,,,n,,,f,f,,d,a
e,1.29,x,w,g,f,,d,g,4.68,2.41,,,w,,,f,f,,d,u
p,7.99,b,t,w,f,e,c,w,13.13,12.87,,y,w,u,w,t,l,,d,u
e,7.5,x,l,w,f,d,,p,3.41,8.0,,,w,,,f,f,,d,a
p,8.49,s,d,n,t,d,c,w,7.21,10.79,,,n,,,f,f,,d,a
p,8.78,x,,n,f,p,,w,10.45,34.35,c,,n,,,f,f,p,d,a
e,4.54,x,t,n,f,p,,n,4.97,10.42,,,n,,,f,f,,d,u
e,2.78,b,y,n,f,,c,k,6.74,3.36,,,w,,,f,f,,d,u
e,1.44,c,g,n,f,a,,g,4.76,1.44,,,g,,,f,f,,l,a
e,5.84,x,t,y,t,x,c,y,7.47,14.53,,,w,,,f,f,,d,u
p,2.95,s,d,w,f,d,d,p,3.13,2.48,,h,w,,,f,f,,g,u
e,6.62,x,h,n,f,x,c,n,5.29,5.9,,s,n,,,t,r,,d,u
e,8.41,p,y,w,f,e,c,p,15.39,11.19,,s,w,,,t,e,,u,a
p,8.51,p,y,w,f,,,p,18.03,18.58,,,w,,,f,f,,d,a
p,7.59,x,e,n,f,a,,n,8.42,12.72,s,,n,,e,f,f,,d,a
e,7.14,x,d,y,t,p,,r,5.99,12.78,,,y,,,f,f,,d,u
e,7.36,x,,n,f,s,c,g,6.2,18.23,b,,u,,,f,f,,g,a
p,7.64,f,,y,f,x,c,y,5.95,12.01,,,w,,,f,f,,d,u
e,7.94,x,,g,f,a,,w,7.44,13.55,,,w,,,f,f,,d,u
p,7.3,x,d,n,t,d,c,w,6.64,8.47,,,n,,,f,f,,d,a
p,3.78,x,,n,f,x,c,p,7.62,3.88,,,p,,,f,f,,d,a
p,3.17,o,s,n,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,u
p,6.51,x,y,w,t,,,w,7.44,13.88,s,,w,,,t,l,,d,a
p,2.8,o,,k,f,f,f,f,2.79,13.82,,g,n,,,f,f,,d,a
p,4.67,b,d,n,f,a,c,n,5.42,6.28,,i,n,,,t,,,d,u
p,7.79,s,h,n,t,d,,w,4.38,12.37,,t,g,,,f,f,,d,a
p,4.14,o,s,o,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,u
e,4.82,x,,r,f,a,,r,6.57,6.89,,,r,,,f,f,,l,a
p,11.4,s,t,r,t,d,c,n,5.3,14.22,,,n,,,f,f,,d,a
p,2.34,b,t,n,f,,,k,7.47,4.2,,,w,,,t,,k,g,u
e,6.13,x,w,y,f,f,f,f,6.0,14.29,,,y,,,f,f,,d,a
p,2.39,x,g,n,f,a,,w,6.64,2.39,,,n,,,f,f,,d,u
p,16.77,f,h,e,f,e,,w,18.81,19.23,s,y,w,u,w,t,g,,d,u
e,4.76,x,h,n,f,x,c,n,4.51,4.61,,y,n,,,t,r,,d,s
p,17.99,x,d,k,f,p,,y,6.41,51.27,,,n,,,f,f,,d,w
e,3.81,s,d,n,t,d,c,p,4.17,5.74,,,n,,,f,f,,d,u
p,2.68,s,,u,f,a,,w,3.75,6.1,,,y,,,f,f,,d,a
p,3.61,x,s,o,f,a,c,y,6.02,7.31,,g,o,,,f,f,,g,a
e,8.01,x,s,n,f,e,c,w,6.43,10.52,,i,n,,,f,f,p,d,u
e,8.16,f,h,n,f,s,,y,9.77,12.96,,t,o,,,f,f,,d,a
p,6.79,s,d,y,f,d,c,o,4.15,7.22,,,y,,,f,f,,d,u
p,8.87,x,d,y,f,a,,o,9.25,20.0,r,,y,,,t,r,n,d,a
p,1.47,b,h,n,f,a,,n,4.41,1.43,,t,n,,,f,f,,d,s
p,3.82,x,t,o,f,a,c,y,5.4,6.82,,g,o,,,f,f,,g,u
e,3.73,s,,n,f,f,f,f,6.34,7.62,,,o,,,f,f,,d,a
e,8.32,x,t,n,t,p,,n,6.97,17.95,,,n,,w,t,p,,d,u
p,7.37,f,h,e,f,x,d,w,5.61,16.5,b,,w,,,f,f,,d,u
e,7.51,x,,g,t,p,,g,10.32,25.42,,y,w,,,f,f,,d,a
p,1.98,b,,g,f,a,,g,5.19,2.2,,s,n,,,f,f,,d,u
p,1.69,b,h,n,f,a,,n,4.12,1.32,,t,n,,,f,f,,g,a
p,3.71,x,h,n,f,a,c,n,4.56,5.67,,y,n,,,t,z,,d,w
e,7.06,f,s,n,f,s,c,w,5.55,10.87,b,i,w,,,f,f,,d,a
e,10.94,x,,n,f,s,c,p,7.93,20.98,b,,u,,,f,f,,d,w
p,5.06,o,t,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,a
p,2.2,x,i,k,f,a,,p,3.76,2.47,,,w,,,f,f,p,g,u
p,5.35,x,s,n,f,s,,n,4.67,7.17,,y,n,,,f,f,,d,a
e,11.41,f,e,b,f,,c,b,4.74,20.51,,,w,,,t,f,,d,a
p,5.34,o,s,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,a
e,10.9,f,y,n,f,,,w,6.71,24.02,b,,n,,w,t,e,,d,w
p,6.26,x,s,g,t,s,d,w,5.2,13.67,r,i,n,,,f,f,,d,a
e,8.24,f,s,u,f,a,c,w,4.4,15.78,,,w,,,f,f,,d,u
p,6.87,x,t,e,f,x,,w,13.11,7.83,r,g,n,,,f,f,,d,a
p,6.61,f,d,n,t,d,c,w,6.27,10.15,,,n,,,f,f,,d,a
e,7.4,f,e,b,f,,c,b,4.73,18.52,,,w,,,t,f,,d,a
p,7.22,f,,r,f,x,c,n,6.67,12.2,,,w,,,f,f,,d,a
e,3.26,b,y,n,f,,c,k,6.24,3.0,,,w,,,f,f,,d,a
p,4.05,x,t,y,f,a,c,y,6.35,7.97,,g,o,,,f,f,,g,a
p,2.48,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,u
p,10.62,x,e,n,f,a,,n,12.72,18.17,s,,n,,n,f,f,,h,a
e,7.06,x,,y,f,e,,w,6.27,13.42,b,,y,u,y,t,g,,d,a
p,3.64,x,t,n,f,s,c,p,4.63,6.88,,,w,,n,t,z,,d,a
p,1.31,x,g,n,f,d,d,n,2.29,2.52,,s,n,,,f,f,,d,a
e,7.46,x,d,n,t,p,,y,8.64,16.26,,,y,,,f,f,,d,a
p,4.88,s,k,y,f,p,,n,3.24,5.49,,k,n,,,t,f,,d,u
e,6.64,f,s,n,f,s,c,w,4.92,9.01,b,i,w,,,f,f,,g,u
p,8.18,x,s,n,f,s,,g,5.15,7.03,,y,n,,,f,f,,d,w
p,13.52,f,t,r,t,d,c,b,4.53,22.5,,,n,,,f,f,,l,u
p,3.74,f,t,n,f,x,c,p,6.28,4.24,,i,n,,,f,f,,m,u
